Device: xczu3eg-sbva484-1-e, Start: CLEL_R_X0Y899, End: CLEM_R_X147Y870, l = CLEL, m = CLEM, d = DSP, b = BRAM, r = rows, c = columns
l = 0 m = 0,d = 0 b = 0,r = -59 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -59 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -58 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -58 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -57 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -57 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -56 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -56 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -55 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -55 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -54 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -54 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -53 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -53 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -52 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -52 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -51 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -51 c = 43,	,
l = 0 m = 0,d = 0 b = 0,r = -50 c = 1,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 2,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 3,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 4,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 5,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 6,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 7,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 8,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 9,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 10,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 11,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 12,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 13,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 14,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 15,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 16,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 17,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 18,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 19,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 20,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 21,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 22,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 23,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 24,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 25,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 26,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 27,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 28,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 29,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 30,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 31,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 32,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 33,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 34,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 35,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 36,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 37,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 38,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 39,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 40,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 41,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 42,	,l = 0 m = 0,d = 0 b = 0,r = -50 c = 43,	,
